SMI,canonical_smi,lambda_max_exp_nm,extinction,solvent
COc1ccc(cc1)n1c(nc(c1c1ccccc1)c1ccccc1)c1ccc(cc1)c1cncc2c1cccc2,COc1ccc(-n2c(-c3ccc(-c4cncc5ccccc45)cc3)nc(-c3ccccc3)c2-c2ccccc2)cc1,432.0,28500.0,
O=C1CN2C(N1)(C)C(c1c2ccc(c1)c1ccc2c3c1ccc1c3c(cc2)ccc1)(C)C,CC1(C)c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccc2N2CC(=O)NC21C,349.0,7600.0,THF
CCN1C(=S)SC(=CC=c2ccn(c3c2cccc3)C)C1=O,CCN1C(=O)C(=CC=C2C=CN(C)c3ccccc32)SC1=S,620.5,169800.0,EtOH
COC1OC(=O)C(=C1Nc1cccc(c1)Cl)Br,COC1OC(=O)C(Br)=C1Nc1cccc(Cl)c1,291.0,,
CCOC(=O)C(=Cc1ccc([nH]1)C=O)C#N,CCOC(=O)C(C#N)=Cc1ccc(C=O)[nH]1,415.04,,
CC(=O)C(=NNc1cccc2c1c(=O)[nH][nH]c2=O)C(=O)C,CC(=O)C(=NNc1cccc2c(=O)[nH][nH]c(=O)c12)C(C)=O,377.0,10780.0,
CC[C@@H](N(C(=O)c1cc2ccccc2cc1c1cc2ccccc2cc1C(=O)OC)C)C,CC[C@H](C)N(C)C(=O)c1cc2ccccc2cc1-c1cc2ccccc2cc1C(=O)OC,257.2,18600.0,
C=CCNc1ccc2c3c1cccc3c(=O)n(c2=O)c1ccc2c(c1)nn(n2)c1ccccc1O,C=CCNc1ccc2c3c(cccc13)C(=O)N(c1ccc3nn(-c4ccccc4O)nc3c1)C2=O,424.0,,chloroform
CCN(c1ccc2c(c1)oc(=O)cc2C(C(F)(F)F)(F)F)CC,CCN(CC)c1ccc2c(C(F)(F)C(F)(F)F)cc(=O)oc2c1,409.0,,dichloromethane
CN(c1ccc(cc1)C=CC1=C(C#N)C(=C(C#N)C#N)N(C1=O)CC=C)C,C=CCN1C(=O)C(C=Cc2ccc(N(C)C)cc2)=C(C#N)C1=C(C#N)C#N,741.0,,
N#CC(=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)c1ccc(cc1)C,Cc1ccc(-c2ccc(C(C#N)=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,417.0,,Cyclohexane
[O-][N+](=O)c1cc2C(=CC=CC=CC=c3c4cccc5c4c(n3Cc3ccccc3)ccc5)c3c(c2c(c1)[N+](=O)[O-])c(cc(c3)[N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])c1cc2c(c([N+](=O)[O-])c1)-c1c(cc([N+](=O)[O-])cc1[N+](=O)[O-])C2=CC=CC=CC=c1c2cccc3cccc(c32)n1Cc1ccccc1,773.0,,Toluene
O=C(Nc1ccc2c3c1ccc1c3c(cc2)ccc1)NCC12CC3CC(C1)CC(C2)(C3)CNC(=O)Nc1ccc2c3c1ccc1c3c(cc2)ccc1,O=C(NCC12CC3CC(C1)CC(CNC(=O)Nc1ccc4ccc5cccc6ccc1c4c56)(C3)C2)Nc1ccc2ccc3cccc4ccc1c2c34,391.0,,DMSO
COC(=O)c1cc2ccccc2cc1c1cc2ccccc2cc1C(=O)N([C@H]1C[C@H]2C[C@@H]([C@@H]1C)C2(C)C)C,COC(=O)c1cc2ccccc2cc1-c1cc2ccccc2cc1C(=O)N(C)[C@H]1C[C@H]2C[C@@H]([C@@H]1C)C2(C)C,256.8,18300.0,
C1(C)c2cc(ccc2c2c1cccc2)c1nnn(c1)c1ccc(cc1)[N+](=O)[O-],CC1c2ccccc2-c2ccc(-c3cn(-c4ccc([N+](=O)[O-])cc4)nn3)cc21,295.0,,
COC1CCN(CC1)C1CC(OC(C1O)C)OC1c2c(CCC1(O)C(=O)C)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CCC(O)(C(C)=O)C3OC1CC(N2CCC(OC)CC2)C(O)C(C)O1,423.0,,dioxane
CCOC(=O)c1c2cccnn2c(c1C(=O)OCC)C(=O)N,CCOC(=O)c1c(C(=O)OCC)c2cccnn2c1C(N)=O,434.0,,Cyclohexane
CC(=NN(c1ccccc1[N+](=O)[O-])c1ccccc1)C,CC(C)=NN(c1ccccc1)c1ccccc1[N+](=O)[O-],410.0,3680.0,
N=C(NC(=O)C)NCCc1ccc(c(c1)O)O,CC(=O)NC(=N)NCCc1ccc(O)c(O)c1,400.0,,
Oc1ccc(cc1C=Nc1ccccc1S)N=Nc1ccc(cc1)OC(F)(F)F,Oc1ccc(N=Nc2ccc(OC(F)(F)F)cc2)cc1C=Nc1ccccc1S,492.0,,
Clc1cccc(c1C1CC(=NN1c1ccccc1)c1ccc2c(c1)C1(c3c2cccc3)c2ccccc2c2c1cccc2)Cl,Clc1cccc(Cl)c1C1CC(c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2ccccc2-3)=NN1c1ccccc1,391.0,,
C#CCOC(=O)[C@H](c1ccccc1)NC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C,C#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C)c1ccccc1,270.0,,
O=c1ccc2c(o1)cc(cc2)OCc1nnn(c1)C([C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=O)[nH]c1=O)O,O=c1ccn([C@@H]2O[C@H](C(O)n3cc(COc4ccc5ccc(=O)oc5c4)nn3)[C@@H](O)[C@H]2O)c(=O)[nH]1,320.0,,
C1CC[C@H]([C@@H](C1)N=Cc1ccccn1)N=Cc1ccccn1,C(=N[C@@H]1CCCC[C@H]1N=Cc1ccccn1)c1ccccn1,606.0,,
CN1c2cc(C=Nc3ccc4c(c3)Sc3c(N4C)cccc3)ccc2Sc2c1cccc2,CN1c2ccccc2Sc2cc(N=Cc3ccc4c(c3)N(C)c3ccccc3S4)ccc21,403.0,5000.0,DCM
CCOC(=O)C1=C(NC(=O)C1=NNc1ccc(cc1)OC)c1ccc2c(c1)cccc2,CCOC(=O)C1=C(c2ccc3ccccc3c2)NC(=O)C1=NNc1ccc(OC)cc1,463.0,,
COc1ccc(cc1)N=Nc1c([nH]c2n1nc(c2N=Nc1ccc(cc1)OC)C)c1ccccc1,COc1ccc(N=Nc2c(C)nn3c(N=Nc4ccc(OC)cc4)c(-c4ccccc4)[nH]c23)cc1,520.0,,
COc1ccc(cc1)c1nc(C)cc(n1)c1ccc(cc1)n1c2ccccc2c2c1cccc2,COc1ccc(-c2nc(C)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,292.0,,toluene
COc1ccc(c(c1)OC)N(c1ccc(cc1OC)OC)c1ccc(cc1)c1ccc(o1)C=C(C(=O)O)C#N,COc1ccc(N(c2ccc(-c3ccc(C=C(C#N)C(=O)O)o3)cc2)c2ccc(OC)cc2OC)c(OC)c1,504.0,39200.0,
CCOC(=O)c1c(N)sc2c1c1ccccc1C2=Cc1ccc(cc1)[N+](=O)[O-],CCOC(=O)c1c(N)sc2c1-c1ccccc1C2=Cc1ccc([N+](=O)[O-])cc1,492.0,,acetone
C1(C)c2cc3nc4c5ccccc5c5c(c4nc3cc2c2c1cc(cc2)c1c2ccccc2cc2c1cccc2)cccc5,CC1c2cc(-c3c4ccccc4cc4ccccc34)ccc2-c2cc3nc4c5ccccc5c5ccccc5c4nc3cc21,398.0,,DMSO
Clc1ccccc1c1cccc(c1O)O,Oc1cccc(-c2ccccc2Cl)c1O,468.0,,
CC(c1ccc(cc1)c1ccc(cc1)c1[nH]c(=O)c2c1c(=O)[nH]c2c1ccc(cc1)c1ccc(cc1)C(C)(C)C)(C)C,CC(C)(C)c1ccc(-c2ccc(C3=C4C(=O)NC(c5ccc(-c6ccc(C(C)(C)C)cc6)cc5)=C4C(=O)N3)cc2)cc1,536.0,47600.0,dichloromethane
CC(=O)Nc1ccccc1N=Nc1nc2c(s1)cccc2,CC(=O)Nc1ccccc1N=Nc1nc2ccccc2s1,335.0,,Methanol
CN1c2ccc(cc2C(C1=CC=C1C=CC(=O)c2c1cccn2)(C)C)[N+](=O)[O-],CN1C(=CC=C2C=CC(=O)c3ncccc32)C(C)(C)c2cc([N+](=O)[O-])ccc21,526.0,,acetonitrile
Cc1cnc2c(n1)C(=O)NC(N2)(N)C(=O)C(C)(C)C,Cc1cnc2c(n1)C(=O)NC(N)(C(=O)C(C)(C)C)N2,331.0,11748.97555,THF
Cc1ccc2c3c1CCc3c1c(c2)c2ccccc2cc1,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,663.5,,
Cc1c(c2ccc3c(c2)c2ccccc2n3c2ccccc2)c(C)c(c(c1C)c1ccc2c(c1)c1ccccc1n2c1ccccc1)C,Cc1c(C)c(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)c(C)c(C)c1-c1ccc2c(c1)c1ccccc1n2-c1ccccc1,297.0,,
COC(=O)c1ccc(cn1)C(=O)OC,COC(=O)c1ccc(C(=O)OC)nc1,512.0,,acetonitrile
CCc1nccnc1C(=O)C=Cc1ccc(cc1)[N+](=O)[O-],CCc1nccnc1C(=O)C=Cc1ccc([N+](=O)[O-])cc1,295.0,,ethanol
Oc1ccc(cc1)N1C(=S)SC(=Cc2ccc(cc2)N=NC=C2N(C)c3c(C2(C)C)cccc3)C1=O,CN1C(=CN=Nc2ccc(C=C3SC(=S)N(c4ccc(O)cc4)C3=O)cc2)C(C)(C)c2ccccc21,525.0,,THF
Oc1ccccc1C=NN(c1ccccc1[N+](=O)[O-])c1ccccc1,O=[N+]([O-])c1ccccc1N(N=Cc1ccccc1O)c1ccccc1,338.0,20500.0,
O=C1OC(=C2C1=C(NC2=O)c1ccccc1)c1cccnc1,O=C1NC(c2ccccc2)=C2C(=O)OC(c3cccnc3)=C12,487.0,,DMSO
O[C@H]1C[C@@H](O[C@@H]1COP(=O)(O)O)n1ccc(nc1=O)N,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)n1,439.0,,
C1(C)c2cc(ccc2c2c1cc1nc(c3ccccc3)c(nc1c2)c1ccccc1)c1cccc2c1cccc2,CC1c2cc(-c3cccc4ccccc34)ccc2-c2cc3nc(-c4ccccc4)c(-c4ccccc4)nc3cc21,391.0,,DMSO
COC(=O)c1c(ccc2c1nc([nH]2)c1ccccc1O)C(=O)OC,COC(=O)c1ccc2[nH]c(-c3ccccc3O)nc2c1C(=O)OC,487.0,,
OC(=O)c1ccc(cc1)N,Nc1ccc(C(=O)O)cc1,271.0,,
O=C(NC1=CC(=O)C(=O)c2c1cccc2)CNC(=O)C,CC(=O)NCC(=O)NC1=CC(=O)C(=O)c2ccccc21,278.0,,ethanol
c1ccc(cc1)Cn1c(C=Cc2ccco2)nc(c1c1ccco1)c1ccco1,C(=Cc1nc(-c2ccco2)c(-c2ccco2)n1Cc1ccccc1)c1ccco1,346.0,,
CO[Si](CCCSC(=O)c1ccccc1O)(OC)OC,CO[Si](CCCSC(=O)c1ccccc1O)(OC)OC,309.0,119500.0,chloroform
N#Cc1ccc2c(c1)CCc1c2c(nc2c1c1ccc(cc1CC2)C#N)c1ccc(cc1)N(CC)CC,CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,375.0,,Dimethylsulfoxide
CN(c1c2ccccc2c(c2c1cccc2)N(C)C)C,CN(C)c1c2ccccc2c(N(C)C)c2ccccc12,397.0,,
N#Cc1c(C#N)nc(n1C)c1ccc(cc1)C=Cc1ccccc1,Cn1c(-c2ccc(C=Cc3ccccc3)cc2)nc(C#N)c1C#N,325.0,,
Cc1cc(=O)[nH]c(n1)C(=NNc1ccc(cc1)[N+](=O)[O-])C(=O)c1ccccc1,Cc1cc(=O)[nH]c(C(=NNc2ccc([N+](=O)[O-])cc2)C(=O)c2ccccc2)n1,400.0,43651.58322,
COC(=O)CCN(CCC(=O)OC)CCNc1ccc2c3c1cccc3c(=O)n(c2=O)CCN(CCC(=O)OC)CCC(=O)OC,COC(=O)CCN(CCNc1ccc2c3c(cccc13)C(=O)N(CCN(CCC(=O)OC)CCC(=O)OC)C2=O)CCC(=O)OC,450.0,,Chloroform
O=C1c2cc(ccc2C(=O)c2c1cccc2)N(Cc1ccccc1)Cc1ccccc1,O=C1c2ccccc2C(=O)c2cc(N(Cc3ccccc3)Cc3ccccc3)ccc21,312.0,,
CN1CCN(CC1)c1ccc2c(c1)[nH]c(n2)c1ccc2c(c1)[nH]c(=C1C=CC(=O)C=C1)[nH]2,CN1CCN(c2ccc3nc(-c4ccc5c(c4)NC(=C4C=CC(=O)C=C4)N5)[nH]c3c2)CC1,469.0,,
N#Cc1cnn2c1nc(C)c1c2N(CC1)c1cccc(c1)F,Cc1nc2c(C#N)cnn2c2c1CCN2c1cccc(F)c1,374.0,,
O=c1ccc2c(o1)ccc(c2)N=Cc1ccco1,O=c1ccc2cc(N=Cc3ccco3)ccc2o1,332.0,18000.0,
N#CC(=Cc1ccc(cc1)c1ccc(cc1)c1nc(c([nH]1)c1ccccc1)c1ccccc1)C(=O)O,N#CC(=Cc1ccc(-c2ccc(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)cc2)cc1)C(=O)O,361.1,,quartz
COC(=O)Cc1c(C)c([nH]c1C(c1[nH]c(c(c1CC(=O)OC)C)C=C1NC(=O)C(=C1CC)C)(C)C)C=C1NC(=O)C(=C1CC)C,CCC1=C(C)C(=O)NC1=Cc1[nH]c(C(C)(C)c2[nH]c(C=C3NC(=O)C(C)=C3CC)c(C)c2CC(=O)OC)c(CC(=O)OC)c1C,420.0,,Benzene
COC(=O)[C@H](Cc1c([nH]c2c1cccc2)c1ccc(cc1)C(F)(F)F)NC(=O)C,COC(=O)[C@H](Cc1c(-c2ccc(C(F)(F)F)cc2)[nH]c2ccccc12)NC(C)=O,318.0,,
N#Cc1c(oc(c1C)c1cccs1)c1cccs1,Cc1c(-c2cccs2)oc(-c2cccs2)c1C#N,744.0,,
CCn1c2ccc(cc2c2c1cccc2)N(c1ccc2c(c1)c1ccccc1n2CC)c1ccc2c(c1)c1ccccc1n2CC,CCn1c2ccccc2c2cc(N(c3ccc4c(c3)c3ccccc3n4CC)c3ccc4c(c3)c3ccccc3n4CC)ccc21,341.0,,
CCN(c1ccc2c(c1)oc(=O)cc2O)CC,CCN(CC)c1ccc2c(O)cc(=O)oc2c1,352.0,,
Clc1ccc(cc1)N=Nc1c(N)nc2n(c1N)nc(c2N=Nc1ccc(cc1)Cl)N,Nc1nc2c(N=Nc3ccc(Cl)cc3)c(N)nn2c(N)c1N=Nc1ccc(Cl)cc1,483.0,,
CCN(c1ccc2c(c1)oc(=O)c(c2O)C(=O)C=CC=C1N(C)c2c(C1(C)C)cccc2)CC,CCN(CC)c1ccc2c(O)c(C(=O)C=CC=C3N(C)c4ccccc4C3(C)C)c(=O)oc2c1,566.0,,MeCN
O=C1OC(=NC1=Cc1ccc(cc1)C1COCCOCCOCCNCCO1)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],O=C1OC(c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)=NC1=Cc1ccc(C2COCCOCCOCCNCCO2)cc1,488.0,,
CN(c1ccc(cc1)C(=c1ccc(=C(C#N)C#N)cc1)C(=C(C#N)C#N)c1ccc(cc1)N(C)C)C,CN(C)c1ccc(C(=C(C#N)C#N)C(c2ccc(N(C)C)cc2)=c2ccc(=C(C#N)C#N)cc2)cc1,723.0,,
O=C1C(=CC=C2C=C(OC(=C2)c2ccccc2)c2ccccc2)C(=O)c2c1csc2,O=C1C(=CC=C2C=C(c3ccccc3)OC(c3ccccc3)=C2)C(=O)c2cscc21,538.0,,dichloromethane
COc1nc(nc(n1)Cl)Nc1ccc2c(c1)cc1c(c2)cccc1,COc1nc(Cl)nc(Nc2ccc3cc4ccccc4cc3c2)n1,398.0,,"1,4-dioxane"
OCC(Cn1c(=CC=C2C(=O)ON=C2c2ccccc2)sc2c1cccc2)O,O=C1ON=C(c2ccccc2)C1=CC=C1Sc2ccccc2N1CC(O)CO,472.0,,
Cc1ccccc1c1cccc(n1)c1ccccc1C,Cc1ccccc1-c1cccc(-c2ccccc2C)n1,526.0,,
Cc1ccc2c(n1)c(O)ccc2C=Nc1c(C)cccc1C,Cc1ccc2c(C=Nc3c(C)cccc3C)ccc(O)c2n1,284.0,,Toluene
N#Cc1nc(N)c(nc1N=Cc1ccc(cc1)N(C)C)C#N,CN(C)c1ccc(C=Nc2nc(C#N)c(N)nc2C#N)cc1,413.0,44900.0,
COc1ccccc1C=c1oc(=Cc2ccccc2)c2c1cccc2,COc1ccccc1C=c1oc(=Cc2ccccc2)c2ccccc12,376.0,26100.0,
Nc1nc(=O)n(cc1F)[C@@H]1CS[C@@H](O1)CO,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,675.0,,
Cn1cc(c2c1ccc(c2)[N+](=O)[O-])C=C(c1ccc(s1)C=C(C(=O)O)C#N)C#N,Cn1cc(C=C(C#N)c2ccc(C=C(C#N)C(=O)O)s2)c2cc([N+](=O)[O-])ccc21,460.0,36500.0,
CC1CCC(=CSC=Cc2ccc(cc2)c2ccc(cc2)C=CSC=C2CCC(CC2)C)CC1,CC1CCC(=CSC=Cc2ccc(-c3ccc(C=CSC=C4CCC(C)CC4)cc3)cc2)CC1,353.0,,CH 2 Cl 2
N#CC(=C(c1ccc2c(c1)ccc(c2)N(CCOC(=O)CCC(=O)O)C)C)C#N,CC(=C(C#N)C#N)c1ccc2cc(N(C)CCOC(=O)CCC(=O)O)ccc2c1,432.0,,
Cc1cccc(c1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],Cc1cccc(C(=O)Oc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c1,235.0,23933.15756,
COc1ccc(cc1)c1c(OC)c(OC)cc2c1ncnc2c1ccc(cc1)C(F)(F)F,COc1ccc(-c2c(OC)c(OC)cc3c(-c4ccc(C(F)(F)F)cc4)ncnc23)cc1,350.0,,
CN(c1ccc(cc1)c1sc(c(c1)C#N)c1sc(cc1C#N)c1ccc(cc1)N(C)C)C,CN(C)c1ccc(-c2cc(C#N)c(-c3sc(-c4ccc(N(C)C)cc4)cc3C#N)s2)cc1,460.0,27542.28703,
CCN(c1ccc2c(c1)oc(=O)c1c2O[B-](F)(F)[O+]=C1C=Cc1ccc2c(c1)c1ccccc1n2CC)CC,CCN(CC)c1ccc2c3c(c(=O)oc2c1)C(C=Cc1ccc2c(c1)c1ccccc1n2CC)=[O+][B-](F)(F)O3,545.0,,MeOH
c1ccc(cc1)[Si](c1ccccc1)(c1ccccc1)c1cccc(c1)c1cccc(c1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1,c1ccc([Si](c2ccccc2)(c2ccccc2)c2cccc(-c3cccc([Si](c4ccccc4)(c4ccccc4)c4ccccc4)c3)c2)cc1,256.0,,
N#CC(=Cc1cc2CCCN3c2c(c1)CCC3)C#N,N#CC(C#N)=Cc1cc2c3c(c1)CCCN3CCC2,469.0,,
OC(=O)c1cc2ccccc2c(c1O)N=Nc1ccc2c(c1)cccc2,O=C(O)c1cc2ccccc2c(N=Nc2ccc3ccccc3c2)c1O,430.0,,
Cc1cnc(s1)N=Nc1ccc(c2c1cccn2)O,Cc1cnc(N=Nc2ccc(O)c3ncccc23)s1,448.0,,DMSO
Brc1ccc(cc1)c1csc(n1)N=Nc1ccc(c2c1cccn2)O,Oc1ccc(N=Nc2nc(-c3ccc(Br)cc3)cs2)c2cccnc12,570.0,,DMSO
O=c1oc2ccccc2c(c1N=Nc1nnc[nH]1)O,O=c1oc2ccccc2c(O)c1N=Nc1nnc[nH]1,296.0,,Ethanol
c1ccc(cc1)C1(C=Cc2c(O1)c(C=Cc1cc3ccccc3c3c1OC(C=C3)(c1ccccc1)c1ccccc1)cc1c2cccc1)c1ccccc1,C(=Cc1cc2ccccc2c2c1OC(c1ccccc1)(c1ccccc1)C=C2)c1cc2ccccc2c2c1OC(c1ccccc1)(c1ccccc1)C=C2,490.0,,
COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)C=C1C(=O)c2c(C1=O)cccc2,COc1ccc(N(c2ccc(C=C3C(=O)c4ccccc4C3=O)cc2)c2ccc(OC)cc2)cc1,511.0,,
O=Cc1ccc(cc1)c1scc2c1OCCO2,O=Cc1ccc(-c2scc3c2OCCO3)cc1,445.0,,DCM
OC(=O)[C@H](Cc1ccc(cc1)O)N,N[C@@H](Cc1ccc(O)cc1)C(=O)O,420.0,,
Cn1c2nc(nc(=O)c2[n+](c2c1cccc2)[O-])c1ccccc1,Cn1c2nc(-c3ccccc3)nc(=O)c-2[n+]([O-])c2ccccc21,500.0,23442.28815,
O=Cc1ccccc1OC,COc1ccccc1C=O,378.0,24180.0,DCM
COC(=O)c1cc(c2n1nccc2)C(=O)OC,COC(=O)c1cc(C(=O)OC)n2ncccc12,430.0,,Cyclohexane
N#CC(=Cc1ccc(cc1)c1csc(c1)C=C(c1ccccc1)C#N)c1ccc(cc1)c1ccc(cc1)OC,COc1ccc(-c2ccc(C(C#N)=Cc3ccc(-c4csc(C=C(C#N)c5ccccc5)c4)cc3)cc2)cc1,369.0,,THF
Clc1ccc2c(c1)nccc2n1nnc(c1C)C(=O)C=Cc1ccc(cc1)OCCCN1CCN(CC1)C(=O)C,CC(=O)N1CCN(CCCOc2ccc(C=CC(=O)c3nnn(-c4ccnc5cc(Cl)ccc45)c3C)cc2)CC1,238.0,,methanol
CCOC(=O)c1n2nc(ccc2c(c1C(=O)OC)C(=O)OC)c1ccc(cc1)Br,CCOC(=O)c1c(C(=O)OC)c(C(=O)OC)c2ccc(-c3ccc(Br)cc3)nn12,350.0,,acetonitrile
COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)c1ccc(o1)C=C(C(=O)O)C#N,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(C=C(C#N)C(=O)O)o3)cc2)cc1,504.0,32680.0,
CSc1nnc(o1)c1sc2c(c1n1cccc1)c(C)nc(n2)c1ccccc1,CSc1nnc(-c2sc3nc(-c4ccccc4)nc(C)c3c2-n2cccc2)o1,340.0,,
Cc1cc(c(s1)C)C1=C(CC2C1=C(C(=O)C2)c1cccc2c1cccc2)c1cc(sc1C)C,Cc1cc(C2=C(c3cc(C)sc3C)C3=C(c4cccc5ccccc45)C(=O)CC3C2)c(C)s1,347.0,,
Cn1c(=O)c2cc(N=Cc3ccc(s3)C=Nc3cc4cccc5c4c(c3)c(=O)n(c5=O)C)cc3c2c(c1=O)ccc3,CN1C(=O)c2cccc3cc(N=Cc4ccc(C=Nc5cc6c7c(cccc7c5)C(=O)N(C)C6=O)s4)cc(c23)C1=O,389.0,48000.0,Chloroform
CCN(c1ccc(cc1)C=C1CC(=Cc2ccc(cc2)N(CC)CC)C1=O)CC,CCN(CC)c1ccc(C=C2CC(=Cc3ccc(N(CC)CC)cc3)C2=O)cc1,849.0,69600.0,
CCn1c(nc2c1ccc(c2)Cl)c1ccc2c(n1)c(O)ccc2,CCn1c(-c2ccc3cccc(O)c3n2)nc2cc(Cl)ccc21,326.0,,
O=CC(c1ccccc1)C,CC(C=O)c1ccccc1,362.0,,
c1ccc(cc1)N(c1ccc2c3c1ccc1c3c(cc2)ccc1)c1ccccc1,c1ccc(N(c2ccccc2)c2ccc3ccc4cccc5ccc2c3c45)cc1,379.0,61659.50019,dichloromethane
[O-][N+](=O)c1ccc2c(c1)c(cc(n2)c1ccccc1)c1ccccc1,O=[N+]([O-])c1ccc2nc(-c3ccccc3)cc(-c3ccccc3)c2c1,335.0,,ethanol
O=C1C2=Cc3c(C2=NC=C1n1c2ccccc2c2c1cccc2)nccc3,O=C1C2=Cc3cccnc3C2=NC=C1n1c2ccccc2c2ccccc21,359.0,,
CCOC(=O)C1=C(NC(=O)C1=Cc1ccccc1)c1ccccc1,CCOC(=O)C1=C(c2ccccc2)NC(=O)C1=Cc1ccccc1,412.0,,DMSO
OC(=O)C[C@@H](C(=O)N)NC(=O)[C@@H](N[C@H](C(=O)O)CCc1ccccc1)Cc1ccccc1,NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)N[C@@H](CCc1ccccc1)C(=O)O,318.0,,
c1ccc(cc1)C1(c2ccccc2)c2ccc(cc2c2c1ccc(c2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2,c1ccc(C2(c3ccccc3)c3ccc(-n4c5ccccc5c5ccccc54)cc3-c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1,358.0,,
Fc1ccccc1,Fc1ccccc1,348.0,,DMF
Brc1ccc(s1)C(=O)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,O=C(C=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(Br)s1,445.0,,
Fc1cc2c(c3c1cccc3)c1c3c2ccc2c3c(cc1)c1c3c2cccc3ccc1,Fc1cc2c(c3ccccc13)-c1ccc3c4cccc5cccc(c6ccc-2c1c63)c54,503.0,,dichloromethane
Cn1c2cc(c3ccc(cc3)c3ccccc3)c3c4c2c2c1cc(c1ccc(cc1)c1ccccc1)c1c2c(oc4c2c(c3)cccc2)c2c(c1)cccc2,Cn1c2cc(-c3ccc(-c4ccccc4)cc3)c3cc4ccccc4c4oc5c6ccccc6cc6c(-c7ccc(-c8ccccc8)cc7)cc1c(c65)c2c34,456.0,,
Fc1ccc2c(c1F)nns2,Fc1ccc2snnc2c1F,464.0,,
N#Cc1ccc(cc1)n1ccc2c1nc(nc2c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2,N#Cc1ccc(-n2ccc3c(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)nc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)nc32)cc1,342.0,,
CN(c1ccccc1)c1ccc(cc1)C=C(c1ccc(s1)C=C(C(=O)O)C#N)C#N,CN(c1ccccc1)c1ccc(C=C(C#N)c2ccc(C=C(C#N)C(=O)O)s2)cc1,463.0,,
COc1ccc(c2c1cccc2)c1nc2c(n1c1ccccc1)c1ccccc1c1c2cccc1,COc1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccccc2)c2ccccc12,229.0,,
Cn1c2cc(ccc2c2c1cc(cc2)C=C(C(=O)O)C#N)c1ccc(cc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C,Cn1c2cc(C=C(C#N)C(=O)O)ccc2c2ccc(-c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)cc21,298.0,29300.0,
Clc1ccc(cc1)c1cc(n(n1)Cc1ccc(cc1)C(C)(C)C)c1nnc(o1)COc1ccc(cc1)[N+](=O)[O-],CC(C)(C)c1ccc(Cn2nc(-c3ccc(Cl)cc3)cc2-c2nnc(COc3ccc([N+](=O)[O-])cc3)o2)cc1,263.0,43450.0,DCM
COC(=O)c1ccccc1,COC(=O)c1ccccc1,280.2,,EtOH
c1scc(c1)c1cnc2c(c1)ccc1c2ncc(c1)c1cscc1,c1cc(-c2cnc3c(ccc4cc(-c5ccsc5)cnc43)c2)cs1,433.0,75000.0,CH 2 Cl 2
Clc1cccc(c1)NC1=C(Br)C(=O)OC1OCc1ccccc1,O=C1OC(OCc2ccccc2)C(Nc2cccc(Cl)c2)=C1Br,289.0,,
c1ccc2c(n1)nccn2,c1cnc2nccnc2c1,421.22,,
